,project_id,option_id,option_calculation_id,company_id,projects_name,facility_type_id,facility_type,facility_type_lcm,industry_type_id,name,started_at,finished_at,tax_rate_source,finance_discount_rate,tax_exempt,active,area_count,area_count_sum,ave_annual_hours,max_kwh_cost,max_kwh_cost_simple,existing_lighting_count,total_watts_per_product,ave_lm70,total_solution_count,total_existing_quantity,total_proposed_quantity,total_replacement_count,total_fixture_watts,total_fixture_watt_hours,total_fixture_life_years,total_item_watts,sol_total_existing_count,total_product_count,energy_savings_per_year,total_savings_per_year,rebates,net_replacement_cost,payback,ROI,address,city,state,zip_code,latitude,longitude,existing_kwh,proposed_kwh,kwh_proposed_annual_savings,sqft
951,2273,2608,2573,276,Kiamichi Technology Center Wilburton,40,Office (General Office Types),Offices (Non-medical),2239,Maggio Inc,33:20.0,34:01.6,2,5,FALSE,TRUE,13,2990,1652,0.08,,13,3910920,14000,13,2662,2664,279,1659.5,13641978,3703.538154,7204.5,55,56,2654.9768,2965.560945,2190,27982,,10.59810216,,,,,,,46829.188,13641.978,33187.21,
952,2281,2580,2545,313,SI Window Depot on Camelback #1,52,Retail,Retail - Mall & Non-Mall,2249,Huel-Altenwerth,57:26.7,57:28.7,2,5,FALSE,TRUE,1,2,3264,0.1,,1,800,10000,1,0,0,,,,,,1,1,0,0,,0,,,4545 W Camelback Road #D,Phoenix,AZ,85017,33.50886,-112.15645,58752,58752,0,
953,2281,2581,2546,313,SI Window Depot on Camelback #1,52,Retail,Retail - Mall & Non-Mall,2249,Huel-Altenwerth,49:37.4,49:40.1,2,5,FALSE,TRUE,1,2,3264,0.1,,1,800,10000,1,45,45,45,200,29376000,15.31862745,9000,1,1,2350.08,2350.08,,5220,2.22,45.02068966,4545 W Camelback Road #D,Phoenix,AZ,85017,33.50886,-112.15645,58752,29376,29376,
954,2281,2583,2548,313,SI Window Depot on Camelback #1,52,Retail,Retail - Mall & Non-Mall,2249,Huel-Altenwerth,49:40.1,49:42.1,2,5,FALSE,TRUE,1,2,3264,0.1,,1,800,10000,1,45,45,45,200,29376000,15.31862745,9000,1,1,2350.08,2350.08,,5715,2.43,41.12125984,4545 W Camelback Road #D,Phoenix,AZ,85017,33.50886,-112.15645,58752,29376,29376,
955,2287,2611,2576,386,Hungry Subs_141,62,Warehouse (Not Refrigerated),Warehouse and storage,,"Smitham, Rau and Brown",33:52.8,33:53.5,2,5,FALSE,TRUE,5,144,8000,0.16,,5,92160,19375,5,144,160,243,560,117240000,69.33333333,19540,8,12,17552.64,17552.64,,10952,0.62,160.2688093,,,,,,,176904,67200,109704,
956,2287,2612,2577,386,Hungry Subs_141,62,Warehouse (Not Refrigerated),Warehouse and storage,,"Smitham, Rau and Brown",33:52.8,33:56.4,2,5,FALSE,TRUE,1,144,8000,0.16,,1,18432,19375,1,0,0,,,,,,1,1,0,0,,0,,,,,,,,,326430,326430,0,
957,2287,4330,4295,386,Hungry Subs_141,62,Warehouse (Not Refrigerated),Warehouse and storage,,"Smitham, Rau and Brown",33:52.8,33:56.5,2,5,FALSE,TRUE,1,144,8000,0.16,,1,18432,19375,1,1232,1232,310,3500,465000000,116.6666667,77500,14,14,12604.8,12604.8,,1950,0.15,646.4,,,,,,,273780,195000,78780,
958,2287,9719,9715,386,Hungry Subs_141,62,Warehouse (Not Refrigerated),Warehouse and storage,,"Smitham, Rau and Brown",35:20.3,35:24.6,2,5,FALSE,TRUE,1,144,8000,0.16,,1,18432,19375,1,1407,1407,310,3500,465000000,116.6666667,77500,14,14,15028.8,15028.8,,2200,,683.1272727,,,,,,,326430,232500,93930,
959,2288,2590,2555,276,Blue Plate Juice Bar_163,56,Schools (Technical/Vocational),Education,2239,Maggio Inc,40:11.2,40:13.6,2,5,FALSE,TRUE,3,3,2080,0.08,,3,444,13666.66667,3,24,24,24,34,740480,48.07692308,356,3,3,169.728,189.5830985,80,752,3.97,25.21051841,,,,,,,2862.08,740.48,2121.6,
960,2288,2591,2556,276,Blue Plate Juice Bar_163,56,Schools (Technical/Vocational),Education,2239,Maggio Inc,40:08.5,40:11.0,2,5,FALSE,TRUE,3,3,2080,0.08,,3,444,13666.66667,3,24,24,24,58,1738880,52.88461538,836,3,3,89.856,100.3675227,240,2932,,3.423176082,,,,,,,2862.08,1738.88,1123.2,
961,2288,2609,2574,276,Blue Plate Juice Bar_163,56,Schools (Technical/Vocational),Education,2239,Maggio Inc,40:06.2,40:08.4,2,5,FALSE,TRUE,3,3,2080,0.08,,3,444,13666.66667,3,24,24,24,48,1322880,52.88461538,636,3,3,123.136,137.5406793,240,2632,,5.225709699,,,,,,,2862.08,1322.88,1539.2,
962,2298,2813,2778,386,Grace Construction & Packaging,34,Manufacturing Facility,Other,,"Smitham, Rau and Brown",58:47.8,58:58.2,2,5,FALSE,TRUE,12,1184,4004,0.15,,12,2284824,14500,12,1147,1147,130,1647,24382176,458.4413919,6376,38,39,6593.496,9863.336,,9711.52,0.98,101.5632568,,,,,,,83994.456,40037.816,43956.64,
963,2298,4981,4946,386,Grace Construction & Packaging,34,Manufacturing Facility,Other,,"Smitham, Rau and Brown",59:31.3,59:40.9,2,5,FALSE,TRUE,12,1184,4004,0.15,,12,2284824,14500,12,1147,1147,130,1647,24382176,458.4413919,6376,38,39,6593.496,9863.336,,9711.52,0.98,101.5632568,,,,,,,83994.456,40037.816,43956.64,
964,2302,2634,2599,386,Truck Pro,62,Warehouse (Not Refrigerated),Warehouse and storage,,"Smitham, Rau and Brown",09:46.7,09:52.0,2,5,FALSE,TRUE,6,36,3100,0.16,,6,41868,16666.66667,6,122,128,128,423,25007700,155.1612903,8067,6,7,2407.088,2407.088,,3136,1.3,76.75663265,,,,,,,40052,25007.7,15044.3,
965,2308,2613,2578,370,Graphic Packaging International-Kendallville,,,,2251,"Zulauf, Jones and Schowalter",17:19.3,17:24.2,2,5,FALSE,TRUE,5,10,8736,0.0869,,5,7920,24000,5,468,1863,935,126,106666560,40.06410256,12210,7,22,13391.55418,15351.77927,3548,18874.75883,1.23,81.33496915,,,,,,,260769.6,106666.56,154103.04,
966,2310,2615,2580,218,Test Project - Jacob,,,,2311,Rowe Inc,34:49.2,34:51.1,2,5,FALSE,TRUE,1,40,3500,0.1,,1,3560,20000,1,20,60,30,28,2100000,20,420,2,6,235,235,,657,2.8,35.76864536,,,,,,,8900,6550,2350,100
967,2319,2620,2585,369,EVS RL Shoeroom/2ND floor,,,,2251,Denesik-Rippin,43:37.5,43:40.2,2,5,FALSE,TRUE,2,6,,,,2,1144,23666.66667,2,210,210,71,240,0,0,2840,6,6,0,0,,8688.009984,,0,,,,,,,0,0,0,
968,2320,2621,2586,369,EVS Service Area,,,,2251,Denesik-Rippin,43:29.5,43:33.0,2,5,FALSE,TRUE,3,35,,,,3,13062,26000,3,112,112,42,565,0,0,4340,7,7,0,0,,10015.2,,0,,,,,,,0,0,0,
969,2326,2626,2591,331,Bogue Animal Hospital,,,,2249,"Jaskolski, Walter and Aufderhar",11:24.8,11:29.3,2,5,FALSE,TRUE,4,12,4380,0.1,,4,3984,17500,4,140,404,207,147,14743080,68.49315068,3366,6,12,2013.924,2013.924,,5037.45,2.5,39.97903701,,,,,,,34882.32,14743.08,20139.24,
970,2329,2629,2594,276,Dave's Claremore RV,52,Retail,Retail - Mall & Non-Mall,2239,Maggio Inc,24:25.2,24:27.3,2,5,FALSE,TRUE,2,4,2808,0.105,,2,3060,15000,2,29,29,29,400,16286400,35.61253561,5800,2,2,2209.23612,2209.23612,,12760,5.78,17.3137627,,,,,,,37326.744,16286.4,21040.344,
971,2330,2630,2595,276,KTC Talihina Main Building,,,,2239,Maggio Inc,35:03.6,35:28.7,2,5,FALSE,TRUE,14,2030,3283.2,0.08,,14,2939440,16571.42857,14,1694,1694,309,1563,42859198,1454.933125,12684,44,44,8598.83696,9317.34268,2130,19150,2.06,48.65453097,,,,,,,150344.66,42859.198,107485.462,
972,2335,2635,2600,386,Lombart,62,Warehouse (Not Refrigerated),Warehouse and storage,,"Smitham, Rau and Brown",11:09.4,11:14.5,2,5,FALSE,TRUE,2,4,3100,0.16,,2,944,20000,2,108,108,54,240,10044000,64.51612903,3240,4,4,2808.352,2808.352,,999,0.36,281.1163163,,,,,,,27596.2,10044,17552.2,
973,2336,2637,2602,276,KTC Talihina Upstairs Building,,,,2239,Maggio Inc,35:29.0,35:39.8,2,5,FALSE,TRUE,11,484,1827.5,0.08,,11,476256,20000,11,422,422,122,666,14541600,637.6923077,4296,20,20,1876.0968,2032.860591,700,11200,5.51,18.15054099,,,,,,,37992.81,14541.6,23451.21,
974,2339,2645,2610,276,Valley Super Foods,,,,2239,Maggio Inc,45:19.2,45:32.9,2,5,FALSE,TRUE,15,900,3082.666667,0.08,,15,1152900,12333.33333,15,904,904,216,1098,42084816,460.3642104,10156,32,32,5306.85856,5850.037532,1350,19610,3.35,29.8319099,812 Dallas Street,Talihina,OK,74571,34.749805,-95.04604,108420.548,42084.816,66335.732,
975,2340,2642,2607,386,Booth Moovers,,,,,"Smitham, Rau and Brown",09:52.1,09:53.8,2,5,FALSE,TRUE,1,1,3100,0.16,,1,52,20000,1,122,122,122,48,18153600,16.12903226,5856,1,1,242.048,242.048,,2257,,10.72432432,,,,,,,19666.4,18153.6,1512.8,
976,2343,2679,2644,193,Flight Path Museum & Learning Center,38,Museum,Public assembly,2251,Greenholt-Mraz,09:09.5,09:31.7,2,5,FALSE,TRUE,2,595,1305,0.16,,2,55930,19529.41176,2,1581,1581,271,79.6,4463622,249.0421456,3420.4,7,7,3426.32448,3426.32448,,5897.24226,1.72,58.10045321,LAX Imperial Terminal,Los Angeles,CA,90045,33.97395,-118.248405,41767.83,20353.302,21414.528,
977,2344,2652,2617,355,The Atrium San Antonio TX,40,Office (General Office Types),Offices (Non-medical),2311,Labadie-Streich,33:53.4,35:57.9,2,5,FALSE,TRUE,16,1548,6570,0.1,,16,2597184,16186.04651,16,5411,5555,1834,830,272655000,348.173516,56457.5,33,36,39715.212,46896.012,,275703.8781,6.98,17.00955834,,,,,,,718083.48,320931.36,397152.12,
978,2344,2660,2625,355,The Atrium San Antonio TX,40,Office (General Office Types),Offices (Non-medical),2311,Labadie-Streich,35:58.9,37:59.1,2,5,FALSE,TRUE,19,1548,6570,0.1,,19,3084156,16186.04651,19,5519,12034,3900,498,251736120,393.8356164,53111.5,38,78,39557.313,46738.113,,127964.1159,3.05,36.52439019,,,,,,,718083.48,322510.35,395573.13,
979,2344,2797,2762,355,The Atrium San Antonio TX,40,Office (General Office Types),Offices (Non-medical),2311,Labadie-Streich,50:43.1,50:59.8,2,5,FALSE,TRUE,18,1548,6570,0.1,,18,2921832,16186.04651,18,0,0,,,,,,18,33,7.89E-13,7.89E-13,,6166.06,,1.28E-14,,,,,,,718083.48,718083.48,0,
980,2344,2798,2763,355,The Atrium San Antonio TX,40,Office (General Office Types),Offices (Non-medical),2311,Labadie-Streich,32:10.5,33:52.8,2,5,FALSE,TRUE,19,1548,6570,0.1,,19,3084156,16186.04651,19,4656,10290,3470,467.5,218781000,371.0045662,49115.5,36,74,41120.973,48301.773,,143241.3301,3.31,33.72055605,,,,,,,718083.48,306873.75,411209.73,
981,2344,2896,2861,355,The Atrium San Antonio TX,40,Office (General Office Types),Offices (Non-medical),2311,Labadie-Streich,30:37.5,31:12.2,2,5,FALSE,TRUE,16,1548,6570,0.1,,16,2597184,16186.04651,16,5411,5555,1834,894,312854640,348.173516,64267.5,33,36,35774.088,42954.888,,225751.0814,6.16,19.02754473,,,,,,,718083.48,360342.6,357740.88,
982,2345,2649,2614,386,Screen Trans Development Corp,62,Warehouse (Not Refrigerated),Warehouse and storage,,"Smitham, Rau and Brown",10:19.5,10:24.4,2,5,FALSE,TRUE,7,21,2470,0.16,,7,20412,18571.42857,7,74,79,79,456,12537720,141.7004049,5076,7,8,1300.9984,1300.9984,,2301.5,1.77,56.52828156,,,,,,,20668.96,12537.72,8131.24,
983,2348,2690,2655,372,"Supreme Machined Products, Co. Inc.",34,Manufacturing Facility,Other,2239,Kub Group,52:43.4,52:59.5,2,5,FALSE,TRUE,12,216,8736,0.1060044,,12,350136,16833.33333,12,2271,2391,795,1265.5,428177568,203.525641,49013,31,35,79356.38299,112956.677,,130961.0451,1.16,86.25211939,"18686 172nd Ave, ",Spring Lake,MI,49456,43.10832,-86.211685,1176791.616,428177.568,748614.048,
984,2348,2693,2658,372,"Supreme Machined Products, Co. Inc.",34,Manufacturing Facility,Other,2239,Kub Group,53:15.1,53:27.0,2,5,FALSE,TRUE,12,216,8736,0.1060044,,12,350136,16833.33333,12,2271,2109,655,1505.5,448619808,203.525641,51353,33,35,77189.4156,110789.7096,,104377.2273,0.94,106.1435646,"18686 172nd Ave, ",Spring Lake,MI,49456,43.10832,-86.211685,1176791.616,448619.808,728171.808,
985,2348,2706,2671,372,"Supreme Machined Products, Co. Inc.",34,Manufacturing Facility,Other,2239,Kub Group,53:51.5,54:05.5,2,5,FALSE,TRUE,12,216,8736,0.1060044,,12,350136,16833.33333,12,2271,4060,1384,1021.5,480628512,227.7930403,55017,31,69,73796.35214,107396.6461,,73081.49667,0.68,146.9546343,"18686 172nd Ave, ",Spring Lake,MI,49456,43.10832,-86.211685,1176791.616,480628.512,696163.104,
986,2348,2715,2680,372,"Supreme Machined Products, Co. Inc.",34,Manufacturing Facility,Other,2239,Kub Group,54:05.7,54:22.8,2,5,FALSE,TRUE,12,216,8736,0.1060044,,12,350136,16833.33333,12,2271,2391,795,1265.5,428177568,232.1428571,49013,31,35,79356.38299,112956.677,,38611.834,0.34,292.5441899,"18686 172nd Ave, ",Spring Lake,MI,49456,43.10832,-86.211685,1176791.616,428177.568,748614.048,
987,2348,3079,3044,372,"Supreme Machined Products, Co. Inc.",34,Manufacturing Facility,Other,2239,Kub Group,52:59.7,53:14.9,2,5,FALSE,TRUE,12,216,8736,0.1060044,,12,350136,16833.33333,12,2271,2391,795,1265.5,428177568,203.525641,49013,31,35,79356.38299,112956.677,,137234.1388,1.21,82.30945884,"18686 172nd Ave, ",Spring Lake,MI,49456,43.10832,-86.211685,1176791.616,428177.568,748614.048,
988,2348,3102,3067,372,"Supreme Machined Products, Co. Inc.",34,Manufacturing Facility,Other,2239,Kub Group,51:25.9,51:39.7,2,5,FALSE,TRUE,12,216,8736,0.1060044,,12,350136,16833.33333,12,2271,2391,795,1265.5,428177568,232.1428571,49013,31,35,79356.38299,112956.677,,76450.616,0.68,147.7511666,"18686 172nd Ave, ",Spring Lake,MI,49456,43.10832,-86.211685,1176791.616,428177.568,748614.048,
989,2348,3103,3068,372,"Supreme Machined Products, Co. Inc.",34,Manufacturing Facility,Other,2239,Kub Group,51:51.1,52:02.9,2,5,FALSE,TRUE,12,216,8736,0.1060044,,12,350136,16833.33333,12,2271,2391,795,1265.5,428177568,203.525641,49013,31,35,79356.38299,112956.677,,143539.5227,1.27,78.69378056,"18686 172nd Ave, ",Spring Lake,MI,49456,43.10832,-86.211685,1176791.616,428177.568,748614.048,
990,2348,3104,3069,372,"Supreme Machined Products, Co. Inc.",34,Manufacturing Facility,Other,2239,Kub Group,52:03.1,52:14.9,2,5,FALSE,TRUE,12,216,8736,0.1060044,,12,350136,16833.33333,12,2271,2391,795,1265.5,428177568,203.525641,49013,31,35,79356.38299,112956.677,,133548.9388,1.18,84.58073722,"18686 172nd Ave, ",Spring Lake,MI,49456,43.10832,-86.211685,1176791.616,428177.568,748614.048,
991,2348,3225,3190,372,"Supreme Machined Products, Co. Inc.",34,Manufacturing Facility,Other,2239,Kub Group,50:56.5,51:11.2,2,5,FALSE,TRUE,12,216,8736,0.1060044,,12,350136,16833.33333,12,2271,2391,795,1265.5,428177568,203.525641,49013,31,35,79356.38299,112956.677,18175,153763.1427,1.36,73.46147785,"18686 172nd Ave, ",Spring Lake,MI,49456,43.10832,-86.211685,1176791.616,428177.568,748614.048,
992,2348,3227,3192,372,"Supreme Machined Products, Co. Inc.",34,Manufacturing Facility,Other,2239,Kub Group,51:11.4,51:25.4,2,5,FALSE,TRUE,12,216,8736,0.1060044,,12,350136,16833.33333,12,2271,2391,795,1265.5,428177568,203.525641,49013,31,35,79356.38299,112956.677,18219.77,180531.5127,1.6,62.56895282,"18686 172nd Ave, ",Spring Lake,MI,49456,43.10832,-86.211685,1176791.616,428177.568,748614.048,
993,2348,3354,3319,372,"Supreme Machined Products, Co. Inc.",34,Manufacturing Facility,Other,2239,Kub Group,53:27.2,53:39.1,2,5,FALSE,TRUE,12,216,8736,0.1060044,,12,350136,16833.33333,12,2271,2391,795,1190.75,411982771.2,203.525641,47159.2,31,35,81073.10271,114673.3967,18219.77,153356.8135,1.34,74.77554738,"18686 172nd Ave, ",Spring Lake,MI,49456,43.10832,-86.211685,1176791.616,411982.7712,764808.8448,
994,2348,3358,3323,372,"Supreme Machined Products, Co. Inc.",34,Manufacturing Facility,Other,2239,Kub Group,53:39.3,53:51.3,2,5,FALSE,TRUE,12,216,8736,0.1060044,,12,350136,16833.33333,12,2271,2391,795,1190.75,411982771.2,258.470696,47159.2,31,35,81073.10271,114673.3967,18219.77,152513.0135,1.33,75.18925376,"18686 172nd Ave, ",Spring Lake,MI,49456,43.10832,-86.211685,1176791.616,411982.7712,764808.8448,
995,2348,3541,3506,372,"Supreme Machined Products, Co. Inc.",34,Manufacturing Facility,Other,2239,Kub Group,52:25.4,52:43.0,2,5,FALSE,TRUE,12,216,8736,0.1060044,,12,350136,16833.33333,12,2271,2203,702,1190.75,326675731.2,258.470696,37394.2,35,37,90116.0243,123716.3183,18219.77,45300.75347,0.37,273.099913,"18686 172nd Ave, ",Spring Lake,MI,49456,43.10832,-86.211685,1176791.616,326675.7312,850115.8848,
996,2349,2656,2621,276,Catholic Charities Food & Immigration Services Building,,,,2239,Maggio Inc,57:14.6,57:24.9,2,5,FALSE,TRUE,4,384,1300,0.08,,4,100224,20000,4,2505,2505,259,918,17236440,1239.316239,7682,33,33,1913.4752,2100.010119,1563,11257,5.36,18.65514897,2450 North Harvard Avenue,Tulsa,OK,74115,36.18959,-95.94253,41154.88,17236.44,23918.44,
997,2352,2658,2623,276,Catholic Charities Clinic Building,,,,2239,Maggio Inc,34:52.3,34:59.3,2,5,FALSE,TRUE,4,192,1300,0.08,,4,62976,20000,4,555,555,105,468,7250880,571.5811966,3264,16,16,860.3712,944.2443917,756,3894,4.12,24.24870035,2450 North Harvard Avenue,Tulsa,OK,74115,36.18959,-95.94253,18005.52,7250.88,10754.64,
998,2353,2676,2641,386,Advantage Outfitters,62,Warehouse (Not Refrigerated),Warehouse and storage,,"Smitham, Rau and Brown",02:27.1,02:35.0,2,5,FALSE,TRUE,6,49,3120,0.16,,6,23856,18571.42857,6,337,337,147,432,19830720,141.025641,6356,10,10,5174.208,5174.208,,2136.73,0.41,242.1554431,,,,,,,52406.64,20067.84,32338.8,
999,2354,2662,2627,276,Catholic Charities - Chapel/Education Building,,,,2239,Maggio Inc,31:09.2,31:13.8,2,5,FALSE,TRUE,3,81,1300,0.08,,3,16929,20000,3,428,428,102,300,6246240,336.5384615,2760,11,11,744.6816,817.2768037,690,3220,3.94,25.3812672,2450 N. Harvard Avenue,Tulsa,OK,74115,36.18959,-95.94253,15554.76,6246.24,9308.52,
1000,2355,2663,2628,276,Catholic Charities Administration Building,,,,2239,Maggio Inc,20:03.0,20:04.9,2,5,FALSE,TRUE,3,48,1430,0.08,,3,10032,20000,3,201,201,68,228,4686240,320.5128205,2040,8,8,555.984,610.184039,510,2380,3.9,25.63798483,2450 N Harvard Avenue,Tulsa,OK,74115,36.18959,-95.94253,11636.04,4686.24,6949.8,
1001,2356,2664,2629,276,Catholic Charities Adoption/Counseling Building,,,,2239,Maggio Inc,35:48.0,35:51.2,2,5,FALSE,TRUE,3,45,1300,0.08,,3,9405,20000,3,56,56,29,144,1906320,181.6239316,852,5,5,226.3248,248.3880482,213,994,4,24.98873724,2450 N Harvard Avenue,Tulsa,OK,74115,36.18959,-95.94253,4735.38,1906.32,2829.06,
1002,2358,2666,2631,370,Graphic Packaging International-220 Perry,,,,2251,"Zulauf, Jones and Schowalter",08:11.5,08:16.5,2,5,FALSE,TRUE,5,36,6552,0.09,,5,35430,23333.33333,5,312,323,323,319,263844672,28.61721612,30202,5,6,33546.50208,38767.35168,15469,67500.0207,1.74,57.43309599,,,,,,,638942.304,266203.392,372738.912,
1003,2358,2670,2635,370,Graphic Packaging International-220 Perry,,,,2251,"Zulauf, Jones and Schowalter",08:16.7,08:23.0,2,5,FALSE,TRUE,6,36,6552,0.09,,6,42516,23333.33333,6,321,1315,1315,136,267915648,40.06410256,30938,6,18,33392.39904,38613.24864,3996,57897.13277,1.5,66.69285125,,,,,,,638942.304,267915.648,371026.656,
1004,2361,2672,2637,370,Graphic Packaging International-Macon GA,,,,2251,"Zulauf, Jones and Schowalter",17:12.8,17:19.1,2,5,FALSE,TRUE,11,66,4576,0.09,,11,208296,17454.54545,11,413,356,356,830,136004336,114.9665552,28429,11,13,53576.7336,56155.0632,19626,98521.43024,1.75,56.99781566,,,,,,,731301.376,136004.336,595297.04,
1005,2363,2675,2640,370,Graphic Packaging International-PPG,,,,2251,"Zulauf, Jones and Schowalter",17:06.4,17:09.5,2,5,FALSE,TRUE,5,12,4732,0.09,,5,8490,25000,5,353,353,353,140,38253488,52.8317836,8084,5,5,20194.37784,22985.43384,16570,70499.83364,3.07,32.60352919,,,,,,,262635.464,38253.488,224381.976,
1006,2363,2725,2690,370,Graphic Packaging International-PPG,,,,2251,"Zulauf, Jones and Schowalter",17:09.6,17:12.7,2,5,FALSE,TRUE,6,12,4732,0.09,,6,10188,25000,6,644,1619,1619,80.4,46869513.6,63.39814032,9904.8,6,19,19418.93554,22209.99154,3772,61647.03499,2.78,36.02767195,,,,,,,262635.464,46869.5136,215765.9504,
1007,2364,2677,2642,386,"Jade Eastern Trading, Inc.",62,Warehouse (Not Refrigerated),Warehouse and storage,,"Smitham, Rau and Brown",09:44.2,09:46.5,2,5,FALSE,TRUE,1,6,2340,0.16,,1,654,20000,1,0,0,,,,,,1,1,0,0,,0,,,,,,,,,30937.14,30937.14,0,
1008,2377,2692,2657,19,Sugar Shakes_300,40,Office (General Office Types),Offices (Non-medical),2336,"Blanda, Stiedemann and Kiehn",07:48.6,07:58.5,2,5,FALSE,TRUE,2,126,4948,0.08,,2,16668,18714.28571,2,450,450,120,57,5785780,106.1438561,1445,5,5,960.63968,960.63968,,2303.2,2.4,41.70891282,,,,,,,27449.96,15441.964,12007.996,
1009,2379,2697,2662,442,Office Building Retrofit,,,,2233,Mante and Sons,28:44.6,28:50.8,2,5,FALSE,TRUE,4,70,5830,0.07,,4,22680,18400,4,76,76,45,184,12737040,28.53881279,1454,6,6,1704.0828,1868.3328,,4861.857143,2.6,38.42837716,,,,,,,38044.68,13700.64,24344.04,
1010,2380,2695,2660,372,Sweet House_307,,,,2239,Kub Group,08:43.9,08:49.9,2,5,FALSE,TRUE,4,7,5400,0.145897,,4,5836,14285.71429,4,190,492,492,245,66015000,50,12225,4,9,60801.05742,60801.05742,,129299.575,2.13,47.02340083,,,,,,,619417.8,202678.2,416739.6,
1011,2381,2698,2663,370,403 Westpark Ct,,,,2251,"Zulauf, Jones and Schowalter",18:39.2,18:40.6,2,5,FALSE,TRUE,1,2,4368,0.1,,1,500,10000,1,28,28,28,21,2568384,11.44688645,588,1,1,2800.7616,4007.6736,1400,10116.70188,2.52,39.61442819,,,,,,,30576,2568.384,28007.616,
1012,2388,2703,2668,102,Mattress Direct,34,Manufacturing Facility,Other,2249,"Collier, Stroman and Auer",08:27.0,08:33.2,2,5,FALSE,TRUE,2,30,2808,0.16,,2,13720,18000,2,330,355,114,360,19206720,106.8376068,6840,6,7,6396.84864,6396.84864,,3976,0.62,160.8865352,,,,,,,59187.024,19206.72,39980.304,
1013,2396,2713,2678,370,Mill Town Music Hall-Exterior Lighting,,,,2251,"Zulauf, Jones and Schowalter",15:49.4,15:52.1,2,5,FALSE,TRUE,5,5,4368,0.1,,5,7040,34000,5,92,92,92,340,12099360,57.23443223,2770,5,5,11257.2096,11908.08,,23705.77561,1.99,50.23282172,,,,,,,124671.456,12099.36,112572.096,
1014,2398,2714,2679,302,Freightliner I94,61,Transportation,Public assembly,,Donnelly-Feeney,07:58.8,08:05.9,2,5,FALSE,TRUE,1,140,4888,0.1,,1,23760,15714.28571,1,322,1288,644,36,62689536,24.03846154,11592,2,8,12622.4176,12622.4176,4450,36782.1833,2.91,34.31666222,25200 Augusta Drive,St. Cloud,MN,56302,45.48786,-94.15293,231329.904,105105.728,126224.176,
1015,2403,2738,2703,386,Vel-Mac Foods,62,Warehouse (Not Refrigerated),Warehouse and storage,,"Smitham, Rau and Brown",07:02.8,07:06.1,2,5,FALSE,TRUE,1,2,2600,0.16,,1,346,20000,1,78,78,39,120,6084000,38.46153846,2340,2,2,1833.312,1833.312,,1111.5,0.61,164.9403509,,,,,,,17542.2,6084,11458.2,
1016,2407,2736,2701,355,Zodiac Aerospace,34,Manufacturing Facility,Other,2311,Labadie-Streich,28:40.6,28:52.8,2,5,FALSE,TRUE,3,1152,5585,0.0888,,3,308448,18312.5,3,2261,2261,452,759,168260100,167.2230285,31935,14,14,28446.09787,28446.09787,,64418.1038,2.27,44.1585458,269 Main St,Liberty,MS,39645,31.158258,-90.810814,498412.2,178073.26,320338.94,
1017,2407,2821,2786,355,Zodiac Aerospace,34,Manufacturing Facility,Other,2311,Labadie-Streich,28:53.1,29:05.9,2,5,FALSE,TRUE,3,1152,5585,0.0888,,3,308448,18312.5,3,2261,2261,452,759,168260100,167.2230285,31935,14,14,28446.09787,28446.09787,,79651.6738,2.81,35.71312003,269 Main St,Liberty,MS,39645,31.158258,-90.810814,498412.2,178073.26,320338.94,
1018,2409,2730,2695,370,Towne Lake Pkwy,,,,2251,"Zulauf, Jones and Schowalter",13:49.1,13:51.7,2,5,FALSE,TRUE,4,4,4368,0.14,,4,7604,7750,4,148,148,148,404,65406432,45.78754579,14974,4,4,43422.20064,45261.30464,11260,44616.85075,0.99,101.4444181,,,,,,,375565.008,65406.432,310158.576,
1019,2409,2732,2697,370,Towne Lake Pkwy,,,,2251,"Zulauf, Jones and Schowalter",13:51.8,13:54.6,2,5,FALSE,TRUE,4,4,4368,0.14,,4,7604,7750,4,148,148,148,434,73792992,45.78754579,16894,4,4,42248.08224,44087.18624,11260,53418.7002,1.21,82.53137211,,,,,,,375565.008,73792.992,301772.016,
1020,2411,2742,2707,276,Kiamichi Technology Center McAlester,,,,2239,Maggio Inc,03:01.6,03:54.0,2,5,FALSE,TRUE,36,8695,3482.4,0.08,,36,44008920,14486.48649,36,8061,8061,963,4381,118208272,3845.500721,39432,123,123,22102.67904,22102.67904,13900,60756,2.75,36.37941774,301 Kiamichi Drive,McAlester,OK,74501,34.924557,-95.74382,394491.76,118208.272,276283.488,
1021,2411,2744,2709,276,Kiamichi Technology Center McAlester,,,,2239,Maggio Inc,01:55.4,03:01.3,2,5,FALSE,TRUE,35,8695,3482.4,0.08,,35,42786450,14486.48649,35,8028,8028,952,4048,109901272,4598.705849,36663,120,120,22571.01184,22571.01184,18000,81806,3.62,27.59090023,301 Kiamichi Drive,McAlester,OK,74501,34.924557,-95.74382,394491.76,112354.112,282137.648,
