,ZipCode,Address,BldgClass,LandUse,OwnerName,LotArea,BldgArea,ComArea,OfficeArea,RetailArea,GarageArea,StrgeArea,NumFloors,UnitsRes,UnitsTotal,YearBuilt,BuiltFAR,CommFAR,XCoord,YCoord
10936,11103.0,37-01 28 AVENUE,C7,4.0,"DAGINATI, LLC",5000,18000,1000,0,1000,0,0,4.0,21,24,1927,3.6,0.0,1007805.0,218494.0
10952,11103.0,25-80 38 STREET,R1,2.0,,2500,5290,471,0,0,471,0,4.0,8,8,2007,2.12,0.0,1007986.0,218546.0
10953,11103.0,25-87 37 STREET,RM,4.0,,5700,12983,1900,1900,0,0,0,5.0,18,19,2008,2.28,0.0,1007868.0,218549.0
10955,11103.0,25-40 38 STREET,R4,3.0,,5005,9786,1325,0,0,663,662,5.0,13,13,2013,1.96,0.0,1008176.0,218855.0
10983,11103.0,24-25 ASTORIA BOULEVARD,C7,4.0,CANICATTI GIROLAMO,3393,10372,500,0,500,0,0,4.0,14,15,1924,3.06,0.0,1008651.0,219381.0
10984,11103.0,38-08 ASTORIA BOULEVARD S,C7,4.0,38-08 ASTORIA BLVD RL,4100,10680,1000,1000,0,0,0,4.0,14,16,1924,2.6,0.0,1008688.0,219367.0
10985,11103.0,38-12 ASTORIA BOULEVARD S,C7,4.0,ADELPHIA LLC,3393,11280,1600,0,1600,0,0,4.0,14,16,1924,3.32,0.0,1008730.0,219363.0
10986,11103.0,38-14 ASTORIA BOULEVARD S,C7,4.0,PEDIA LLC,4094,10672,2668,0,2668,0,0,4.0,15,17,1924,2.61,0.0,1008767.0,219349.0
10987,11103.0,24-14 STEINWAY STREET,C7,4.0,2414 STEINWAY ST REAL,3689,12232,3058,0,3058,0,0,4.0,12,17,1921,3.32,0.0,1008812.0,219344.0
10988,11103.0,24-24 STEINWAY STREET,M9,8.0,AL-IMAN CENTER INC,3800,5700,5700,0,0,0,0,0.0,0,1,0,1.5,0.0,1008771.0,219282.0
10989,11103.0,24-30 STEINWAY STREET,M9,8.0,"ALMARWA CENTER, INC.",4750,4750,4750,0,4750,0,0,1.0,0,1,1931,1.0,3.0,1008721.0,219253.0
10990,11103.0,24-40 STEINWAY STREET,O1,5.0,"PRINCE CLUB, LLC",4750,2750,2750,2750,0,0,0,1.0,0,2,1940,0.58,3.0,1008694.0,219210.0
10991,11103.0,24-42 STEINWAY STREET,K1,5.0,THE K&H STEINWAY LLC,1575,1020,1020,0,1020,0,0,1.0,0,1,1930,0.65,3.0,1008677.0,219182.0
10992,11103.0,25-02 STEINWAY STREET,C7,4.0,FLAVIO REALTY CORP,11210,30292,4700,0,4700,0,0,4.0,40,45,1929,2.7,3.0,1008624.0,219096.0
10993,11103.0,25-12 STEINWAY STREET,C7,4.0,VITTI PROPS CP,11210,30132,2150,0,2150,0,0,4.0,40,45,1928,2.69,3.0,1008562.0,218995.0
10994,11103.0,25-22 STEINWAY STREET,C7,4.0,DINO RLTY CORP,11210,30132,2140,0,2140,0,0,4.0,40,45,1929,2.69,3.0,1008498.0,218893.0
10995,11103.0,25-32 STEINWAY STREET,C7,4.0,T & T STEINWAY LLC,3850,7872,1300,0,1300,0,0,4.0,11,13,1910,2.04,3.0,1008457.0,218822.0
10996,11103.0,25-34 STEINWAY STREET,O7,5.0,"NIKOMAR HOMES, LLC",2375,3669,3669,2794,0,0,875,2.0,0,2,1931,1.54,3.0,1008438.0,218795.0
10998,11103.0,25-40 STEINWAY STREET,S9,4.0,BF ASSETS LLC,2375,4380,2110,0,2110,0,0,3.0,4,6,1918,1.84,3.0,1008412.0,218753.0
10999,11103.0,25-42 STEINWAY STREET,S4,4.0,"GIANNOUTSOS, JOHN",2396,3480,1210,0,1210,0,0,3.0,4,5,1919,1.45,3.0,1008399.0,218731.0
11000,11103.0,25-44 STEINWAY STREET,S4,4.0,PALIOURAS FAMILY TRUS,1780,2814,938,0,0,0,0,3.0,4,5,1930,1.58,3.0,1008387.0,218712.0
11001,11103.0,25-46 STEINWAY STREET,S2,4.0,PLIAKAS PANAGIOTIS,1783,3093,1031,0,1031,0,0,3.0,2,3,1920,1.73,3.0,1008377.0,218696.0
11002,11103.0,25-48 STEINWAY STREET,S2,4.0,"SMALIOS, AS TRUSTEE,",1781,3600,1800,0,900,0,0,3.0,2,3,1920,2.02,3.0,1008367.0,218680.0
11003,11103.0,25-52 STEINWAY STREET,S2,4.0,"MASA ESTATES, INC.",1781,3600,1800,0,900,0,0,3.0,2,3,1920,2.02,3.0,1008348.0,218649.0
11004,11103.0,25-54 STEINWAY STREET,S2,4.0,MARJAN ESTATES LLC,1781,3510,1710,1710,0,0,0,3.0,2,3,1920,1.97,3.0,1008338.0,218632.0
11005,11103.0,25-56 STEINWAY STREET,S2,4.0,"CARLINO, FRANCESCO",1781,3600,1800,0,900,0,0,3.0,2,3,1920,2.02,3.0,1008328.0,218616.0
11006,11103.0,25-58 STEINWAY STREET,S2,4.0,25-58 ST REALTY LLC,1781,3600,1800,0,900,0,0,3.0,2,3,1920,2.02,3.0,1008319.0,218601.0
11007,11103.0,25-62 STEINWAY STREET,S4,4.0,H2LC-LIC PROPERTIES L,1780,2787,929,0,929,0,0,3.0,4,5,1920,1.57,3.0,1008299.0,218569.0
11008,11103.0,25-66 STEINWAY STREET,S3,4.0,"KEHAGIAS, NIKOLAOS",1780,2787,929,0,929,0,0,3.0,3,4,1920,1.57,3.0,1008279.0,218537.0
11009,11103.0,25-70 STEINWAY STREET,K1,5.0,"RKEIN , YOUSSEF",4750,3900,3900,0,3900,0,0,1.0,0,1,1975,0.82,3.0,1008261.0,218508.0
11010,11103.0,25-72 STEINWAY STREET,S2,4.0,VARMLAND LLC,1781,4320,2160,0,1080,0,0,3.0,2,3,1920,2.43,3.0,1008243.0,218479.0
11011,11103.0,25-74 STEINWAY STREET,S2,4.0,RESTIVO ANTONIO,1789,4320,2160,0,1080,0,0,3.0,2,3,1920,2.41,3.0,1008234.0,218463.0
11012,11103.0,25-76 STEINWAY STREET,S3,4.0,ARGPAP LLC,1780,3375,1125,0,1125,0,0,3.0,3,4,1920,1.9,3.0,1008223.0,218447.0
11013,11103.0,25-80 STEINWAY STREET,S3,4.0,GILEZ REALTY CORP,2000,4020,1800,0,1800,0,0,3.0,3,4,1976,2.01,3.0,1008202.0,218416.0
11014,11103.0,25-82 STEINWAY STREET,S2,4.0,S.B. ROTH IRA REALTY,2000,4200,1800,0,1800,0,0,3.0,2,3,1976,2.1,3.0,1008191.0,218399.0
11015,11103.0,25-84 STEINWAY STREET,S3,4.0,KADOORIE CORP,2000,4020,1800,0,1800,0,0,3.0,3,4,1976,2.01,3.0,1008180.0,218382.0
11016,11103.0,25-86 STEINWAY STREET,S3,4.0,"SIO-WAI SANG, AS TRUS",2000,4020,1800,0,1800,0,0,3.0,3,4,1976,2.01,3.0,1008170.0,218365.0
11017,11103.0,25-88 STEINWAY STREET,S3,4.0,25-88 STEINWAY REALTY,2000,4020,1800,0,1800,0,0,3.0,3,4,1976,2.01,3.0,1008159.0,218348.0
11018,11103.0,25-90 STEINWAY STREET,S3,4.0,25-90 STEINWAY REALTY,2000,4020,1800,0,1800,0,0,3.0,3,4,1976,2.01,3.0,1008149.0,218331.0
11019,11103.0,25-92 STEINWAY STREET,S3,4.0,JUN YOUNG K,2000,4020,1800,1800,0,0,0,3.0,3,4,1976,2.01,3.0,1008138.0,218314.0
11020,11103.0,25-94 STEINWAY STREET,S3,4.0,JUN YOUNG K,2000,4020,1800,0,1800,0,0,3.0,3,4,1976,2.01,3.0,1008128.0,218297.0
11021,11103.0,25-96 STEINWAY STREET,S3,4.0,AMPIERA STEINWAY CORP,2000,4020,1800,0,1800,0,0,3.0,3,4,1976,2.01,3.0,1008117.0,218280.0
11022,11103.0,25-98 STEINWAY STREET,S3,4.0,KONSTATINOS HARALAMPO,2000,4020,1800,0,1800,0,0,3.0,3,4,1976,2.01,3.0,1008106.0,218261.0
11023,11103.0,25-97 38 STREET,S4,4.0,PLOKAMAKIS MICHAEL,1980,4840,1289,1289,0,0,0,3.0,4,5,1974,2.44,0.0,1008023.0,218314.0
11028,11103.0,24-44 STEINWAY STREET,K1,5.0,"GRIPPI, ANDREA",1577,1525,1525,0,1525,0,0,1.0,0,1,1920,0.97,3.0,1008669.0,219168.0
11029,11103.0,24-46 STEINWAY STREET,K4,4.0,"GRIPPI, ANDREA",1593,2710,1590,0,1590,0,0,2.0,2,3,1922,1.7,3.0,1008660.0,219154.0
11030,11103.0,25-50 STEINWAY STREET,S2,4.0,"PAPADOPOULOS, GEORGE",1781,3600,1800,0,900,0,0,3.0,2,3,1920,2.02,3.0,1008358.0,218664.0
11031,11103.0,25-60 STEINWAY STREET,S2,4.0,"TSFZ, LLC.",1781,3240,1440,0,1440,0,0,3.0,2,3,1920,1.82,3.0,1008309.0,218585.0
11032,11103.0,25-64 STEINWAY STREET,S2,4.0,ROTOX REALTY CORP,1781,3600,1800,0,900,0,0,3.0,2,3,1920,2.02,3.0,1008289.0,218553.0
11033,11103.0,25-78 STEINWAY STREET,S2,4.0,P G PROPERTIES CO,1776,3870,1710,0,1710,0,0,3.0,2,3,1920,2.18,3.0,1008214.0,218431.0
11034,11103.0,25-69 38 STREET,RM,4.0,,2396,5950,1295,1295,0,0,0,4.0,7,8,2007,2.48,0.0,1008171.0,218549.0
11057,11103.0,32-13 37 STREET,S2,4.0,"BLACQUE-BELAIR, MARIA",2500,2980,1225,0,960,0,0,2.0,2,3,1940,1.19,0.0,1006235.0,215905.0
11058,11103.0,37-02 BROADWAY,K4,4.0,PETER A PHILLIPS,2500,4500,2500,0,2500,0,0,3.0,5,7,1922,1.8,3.0,1006236.0,215979.0
11059,11103.0,37-04 BROADWAY,S9,4.0,"KOSTAKOS, NICHLOAOS",2500,3000,1000,0,1000,0,0,3.0,2,4,1925,1.2,3.0,1006259.0,215965.0
11060,11103.0,37-10 BROADWAY,O5,5.0,INDEPENDENCE SAVS BAN,5370,10275,10275,3025,0,0,3025,2.0,0,1,1900,1.91,3.0,1006292.0,215945.0
11061,11103.0,37-12 BROADWAY,S2,4.0,"TELENDOS, LLC",2100,3624,1692,0,1692,0,0,3.0,2,3,1930,1.73,3.0,1006324.0,215925.0
11062,11103.0,37-14 BROADWAY,K4,4.0,3714 BROADWAY CORP,2500,2650,1450,0,1450,0,0,2.0,2,4,1925,1.06,3.0,1006345.0,215913.0
11063,11103.0,37-20 BROADWAY,K4,4.0,3720 BROADWAY LLC,2929,3600,2880,720,2160,0,0,2.0,1,5,1925,1.23,3.0,1006384.0,215911.0
11064,11103.0,32-08 38 STREET,K4,4.0,3720 BROADWAY LLC,2040,3252,1704,0,1704,0,0,2.0,2,3,1988,1.59,3.0,1006368.0,215869.0
11128,11103.0,38-02 BROADWAY,K1,5.0,3802 BROADWAY ASSOCIA,2500,2500,2500,0,2500,0,0,1.0,0,2,1996,1.0,3.0,1006456.0,215843.0
11129,11103.0,38-04 BROADWAY,K2,5.0,3804 REALTY CORP.,2500,3500,3500,0,3500,0,0,2.0,0,1,1928,1.4,3.0,1006479.0,215829.0
11130,11103.0,38-08 BROADWAY,K1,5.0,GEORGE L MALIN,7500,7500,7500,0,7500,0,0,1.0,0,3,1926,1.0,3.0,1006523.0,215802.0
11131,11103.0,38-14 BROADWAY,K2,5.0,E.P. REALTY MANAGEMEN,2500,2300,2300,800,1500,0,0,2.0,0,2,1925,0.92,3.0,1006566.0,215777.0
11132,11103.0,38-16 BROADWAY,O9,5.0,J P MORGAN CHASE,4000,4000,4000,4000,0,0,0,1.0,0,1,1929,1.0,3.0,1006595.0,215759.0
11133,11103.0,32-14 STEINWAY STREET,K2,5.0,GOJO REALTY LLC,4500,6715,6715,0,6715,0,0,2.0,0,3,1930,1.49,3.0,1006533.0,215707.0
11134,11103.0,32-16 STEINWAY STREET,K1,5.0,SPANOLIOS STEINWAY ST,4500,4000,4000,0,4000,0,0,1.0,0,3,1930,0.89,3.0,1006507.0,215665.0
11135,11103.0,32-22 STEINWAY STREET,K1,5.0,STEINWAY ST REALTY CO,1800,1555,1555,0,1555,0,0,1.0,0,1,1930,0.86,3.0,1006488.0,215635.0
11136,11103.0,32-24 STEINWAY STREET,K1,5.0,32-24 STEINWAY STREET,2700,2700,2700,0,1810,890,0,1.0,0,2,1930,1.0,3.0,1006475.0,215613.0
11137,11103.0,32-26 STEINWAY STREET,K4,4.0,32-26 STEINWAY REALTY,1822,3964,2964,1422,1542,0,0,3.0,2,4,1930,2.18,3.0,1006462.0,215592.0
11138,11103.0,32-30 STEINWAY STREET,C7,4.0,"3230 STEINWAY STREET,",2610,6024,1800,0,1800,0,0,4.0,8,10,1930,2.31,3.0,1006449.0,215571.0
11139,11103.0,32-32 STEINWAY STREET,O5,5.0,DOMENICO PINTO,2250,6900,6900,4701,2199,0,0,4.0,0,5,1930,3.07,3.0,1006435.0,215548.0
11140,11103.0,32-34 STEINWAY STREET,K1,5.0,STEINWAY REALTY VENTU,9000,8800,8800,0,8800,0,0,1.0,0,3,1949,0.98,3.0,1006402.0,215495.0
11141,11103.0,32-44 STEINWAY STREET,S2,4.0,ANGELO & MARIA CHIARE,2250,2558,958,0,0,0,0,2.0,2,3,1920,1.14,3.0,1006369.0,215442.0
11142,11103.0,32-46 STEINWAY STREET,K2,5.0,"STEINWAY VENTURES, LL",4500,7500,7500,0,7500,0,0,2.0,0,2,1931,1.67,3.0,1006349.0,215409.0
11143,11103.0,32-50 STEINWAY STREET,K4,4.0,ANASTASIOS CONSTANTIN,4140,5220,3995,0,2275,0,800,2.0,1,5,1935,1.26,3.0,1006324.0,215368.0
11144,11103.0,32-56 STEINWAY STREET,O7,5.0,EXECUTIVE BUILDING OF,2520,10650,10650,8520,2130,0,0,5.0,0,2,2007,4.23,3.0,1006304.0,215336.0
11145,11103.0,32-62 STEINWAY STREET,K2,5.0,32-62 STEINWAY ST. NY,4500,7750,7750,750,7000,0,0,2.0,0,1,1930,1.72,3.0,1006284.0,215303.0
11146,11103.0,32-64 STEINWAY STREET,S2,4.0,ALBERT NACINOVICH,2250,2500,1250,0,1250,0,0,2.0,2,3,1920,1.11,3.0,1006264.0,215271.0
11147,11103.0,32-66 STEINWAY STREET,S2,4.0,"GRANDO, ANTE",1530,2400,800,800,0,0,0,3.0,2,3,1920,1.57,3.0,1006253.0,215253.0
11148,11103.0,32-68 STEINWAY STREET,S2,4.0,C GELPI,1440,3020,997,0,997,0,0,3.0,2,3,1920,2.1,3.0,1006244.0,215239.0
11149,11103.0,32-72 STEINWAY STREET,O5,5.0,"MWB PROPERTIES, LLC",4500,22000,22000,10000,8000,4000,0,6.0,0,9,2007,4.89,3.0,1006218.0,215196.0
11150,11103.0,32-78 STEINWAY STREET,C7,4.0,32-78 & 80 STEINWAY S,4500,13200,3300,1650,1650,0,0,4.0,22,24,1924,2.93,3.0,1006193.0,215155.0
11151,11103.0,32-84 STEINWAY STREET,K1,5.0,STEINWAY HOLDING CORP,9450,8420,8420,0,8420,0,0,1.0,0,4,1950,0.89,3.0,1006151.0,215087.0
11155,11103.0,32-70 STEINWAY STREET,S2,4.0,R GELPI,1440,2500,833,0,833,0,0,3.0,2,3,1920,1.74,3.0,1006235.0,215224.0
11156,11103.0,37-19 BROADWAY,K2,5.0,"PHILLIPS, PETER",2500,7500,7500,2500,5000,0,0,2.0,0,4,1929,3.0,3.0,1006479.0,216035.0
11157,11103.0,37-17 BROADWAY,S9,4.0,37-*17 BROADWAY  REAL,2500,5500,2500,0,2500,0,0,3.0,4,6,1935,2.2,3.0,1006457.0,216048.0
11158,11103.0,37-15 BROADWAY,S4,4.0,37-15 BROADWAY LLC,2500,5225,2475,0,2475,0,0,3.0,4,5,1930,2.09,3.0,1006435.0,216062.0
11159,11103.0,37-09 BROADWAY,C7,4.0,CFB PROPERTIES INC,5000,10000,4375,0,4375,0,0,3.0,8,10,1930,2.0,3.0,1006404.0,216081.0
11160,11103.0,37-05 BROADWAY,S9,4.0,RAINBROOK REALTY INC.,2500,2510,1255,0,1255,0,0,2.0,2,4,1930,1.0,3.0,1006372.0,216101.0
11161,11103.0,37-03 BROADWAY,S9,4.0,RAINBROOK REALTY INC.,2500,2580,1280,0,1280,0,0,2.0,2,4,1930,1.03,3.0,1006350.0,216114.0
11162,11103.0,37-01 BROADWAY,S5,4.0,"LEOPOLD BROADWAY, LLC",2500,7458,2470,0,2470,0,0,4.0,6,7,2013,2.98,3.0,1006329.0,216127.0
11165,11103.0,31-77 37 STREET,G1,10.0,"BROADWAY 37, LLC",5000,4500,4500,0,0,4500,0,1.0,0,1,1940,0.9,0.0,1006439.0,216235.0
11168,11103.0,31-61 37 STREET,D7,4.0,3161 LLC,5000,22147,3163,3163,0,0,0,6.0,10,11,2011,4.43,0.0,1006504.0,216342.0
11178,11103.0,37-02 31 AVENUE,C7,4.0,RONS HORTICULTURAL EN,1482,5415,500,0,500,0,0,4.0,7,8,1922,3.65,0.0,1006767.0,216844.0
11179,11103.0,37-04 31 AVENUE,S2,4.0,MARIE COSTANZA,1092,2940,970,0,970,0,0,3.0,2,3,1920,2.69,0.0,1006781.0,216835.0
11180,11103.0,37-08 31 AVENUE,O1,5.0,"MERK REALTY, L.L.C.",2610,2280,2280,2280,0,0,0,1.0,0,1,1920,0.87,0.0,1006806.0,216808.0
11181,11103.0,37-10 31 AVENUE,D7,4.0,31 ACQUISITION LLC,2288,8366,697,0,697,0,0,6.0,9,10,2013,3.66,0.0,1006828.0,216795.0
11182,11103.0,37-12 31 AVENUE,D6,4.0,37-12 REALTY LLC,2288,7838,882,0,882,0,0,6.0,9,10,2014,3.43,0.0,1006848.0,216783.0
11184,11103.0,31-06 38 STREET,C7,4.0,31-06 38TH STREET LLC,5000,22500,1500,0,1500,0,0,5.0,23,26,1921,4.5,0.0,1006903.0,216748.0
11190,11103.0,31-24 38 STREET,S3,4.0,"ABDOOL, SHEIK",2500,3670,1125,0,1125,0,0,2.0,3,4,1910,1.47,0.0,1006781.0,216597.0
11211,11103.0,31-80 38 STREET,S3,4.0,31-80 38TH ST. REALTY,2775,3348,837,837,0,0,0,2.0,3,4,1923,1.21,0.0,1006491.0,216128.0
11220,11103.0,31-09 37 STREET,O7,5.0,"KARANTINIDIS, MICHAEL",2137,10500,10500,10500,0,0,0,5.0,0,5,1920,4.91,0.0,1006765.0,216766.0
11221,11103.0,31-07 37 STREET,S2,4.0,GEORGE THALASSINOS,821,2952,1476,738,0,0,0,3.0,2,3,1910,3.6,0.0,1006753.0,216796.0
11222,11103.0,37-06 31 AVENUE,S2,4.0,CHUN HALL LAU IRREVOC,1100,2940,970,0,970,0,0,3.0,2,3,1920,2.67,0.0,1006793.0,216828.0
11225,11103.0,31-32 38 STREET,RM,4.0,,2900,9314,2156,1758,0,0,398,6.0,10,11,2008,3.21,0.0,1006743.0,216535.0
11226,11103.0,38-11 BROADWAY,K4,4.0,STEINWAY WENTLEY LLC,8000,31775,31775,15775,8000,0,0,3.0,0,1,1930,3.97,3.0,1006668.0,215917.0
11227,11103.0,38-09 BROADWAY,S4,4.0,IRVING MALLMAN,2000,3870,1640,0,1640,0,0,3.0,4,5,1930,1.94,3.0,1006625.0,215943.0
11228,11103.0,38-05 BROADWAY,K4,4.0,22 WEST 30TH ASSOCIAT,2000,3220,2220,1000,1220,0,0,3.0,2,5,1910,1.61,3.0,1006591.0,215965.0
11229,11103.0,38-03 BROADWAY,S4,4.0,YEW DONG H,2500,4350,1700,1700,0,0,0,3.0,4,5,1930,1.74,3.0,1006572.0,215977.0
11230,11103.0,38-01 BROADWAY,K4,4.0,PALATI REALTY LLC,2500,3335,2300,0,2300,0,0,2.0,1,4,1925,1.33,3.0,1006549.0,215990.0
11249,11103.0,38-02 31 AVENUE,O8,5.0,38-02 31ST AVENUE REA,2500,3900,2450,2450,0,0,0,2.0,2,4,1910,1.56,0.0,1006984.0,216695.0
11250,11103.0,38-04 31 AVENUE,S2,4.0,31 ASTORIA LLC,2500,6484,2424,2424,0,0,0,2.0,2,3,1901,2.59,0.0,1007006.0,216682.0
11251,11103.0,31-08 STEINWAY STREET,K1,5.0,"GOLDMAN, IRVING",10760,10760,10760,0,10760,0,0,1.0,0,1,1930,1.0,0.0,1007064.0,216609.0
11252,11103.0,31-02 STEINWAY STREET,K1,5.0,CORNERSTEIN LLC,4500,9890,9890,0,8890,0,0,1.0,0,1,1973,2.2,3.0,1007113.0,216647.0
11253,11103.0,31-14 STEINWAY STREET,S2,4.0,3114 STIENWAY STREET,2227,5600,2200,0,2200,0,0,3.0,2,3,1924,2.51,3.0,1007052.0,216552.0
11254,11103.0,31-16 STEINWAY STREET,K4,4.0,CAGEN LLC,2250,5500,3700,1800,1900,0,0,3.0,2,4,1924,2.44,3.0,1007039.0,216530.0
11255,11103.0,31-18 STEINWAY STREET,K4,4.0,LASTCO 31-18 STEINWAY,2250,3850,3050,800,2250,0,0,2.0,1,3,1920,1.71,3.0,1007026.0,216509.0
11256,11103.0,31-22 STEINWAY STREET,K2,5.0,LARIMAR MANAGEMENT LL,2340,3330,3330,1040,2290,0,0,2.0,0,3,1920,1.42,3.0,1007012.0,216487.0
11257,11103.0,31-24 STEINWAY STREET,K4,4.0,TRIPOLI HOLDINGS LLC,2250,5028,3528,0,2028,0,0,3.0,1,4,1927,2.23,3.0,1006998.0,216465.0
11258,11103.0,31-26 STEINWAY STREET,K4,4.0,J&M OWNERS NY LLC,2373,5408,3848,1560,2288,0,0,3.0,2,4,1927,2.28,3.0,1006985.0,216442.0
11260,11103.0,31-42 STEINWAY STREET,O2,5.0,31-42 STEINWAY ASSOC.,2250,2875,2875,2875,0,0,0,2.0,0,1,1985,1.28,3.0,1006907.0,216315.0
11261,11103.0,31-44 STEINWAY STREET,S5,4.0,DORIKON REALTY LLC,2250,6300,1875,0,1875,0,0,4.0,6,7,1925,2.8,3.0,1006893.0,216294.0
11262,11103.0,31-46 STEINWAY STREET,K2,5.0,31-46 & 48 LLC,2250,3400,3400,0,3400,0,0,2.0,0,2,1927,1.51,3.0,1006880.0,216272.0
11263,11103.0,31-48 STEINWAY STREET,K4,4.0,31-46 & 48 LLC,4500,11615,7745,0,7745,0,0,3.0,4,5,1921,2.58,3.0,1006860.0,216240.0
11264,11103.0,31-50 STEINWAY STREET,K1,5.0,"3150 REALTY,INC.",1500,1500,1500,0,1500,0,0,1.0,0,1,1930,1.0,3.0,1006843.0,216212.0
11265,11103.0,31-54 STEINWAY STREET,K2,5.0,H & J ZHOU PROPERTIES,1512,2112,2112,0,1568,0,544,2.0,0,1,1920,1.4,3.0,1006825.0,216183.0
11266,11103.0,31-56 STEINWAY STREET,S2,4.0,CHO BROTHERS CORP,2325,5251,2258,2258,0,0,0,3.0,2,3,1930,2.26,3.0,1006813.0,216166.0
11267,11103.0,31-58 STEINWAY STREET,K4,4.0,DIMITRIOS PAPAGIANNAK,2250,5200,3700,1500,2200,0,0,3.0,2,4,1928,2.31,3.0,1006801.0,216144.0
11268,11103.0,31-62 STEINWAY STREET,K1,5.0,METROPOLITAN MANAGEME,2610,2559,2559,0,2559,0,0,1.0,0,1,1926,0.98,3.0,1006787.0,216121.0
11269,11103.0,31-64 STEINWAY STREET,K2,5.0,"H & S GORDON TWO, LLC",1822,3300,3300,1500,1800,0,0,2.0,0,3,1950,1.81,3.0,1006774.0,216100.0
11270,11103.0,31-68 STEINWAY STREET,K1,5.0,NOBEL ASSOCIATES LLC,2250,2200,2200,0,2200,0,0,1.0,0,1,1924,0.98,3.0,1006762.0,216080.0
11271,11103.0,31-70 STEINWAY STREET,K1,5.0,LARIMAR MANAGEMENT LL,2250,2200,2200,0,2200,0,0,1.0,0,1,1924,0.98,3.0,1006749.0,216059.0
11272,11103.0,31-74 STEINWAY STREET,K1,5.0,"STERN, MORTON",2250,2125,2125,0,2125,0,0,1.0,0,1,1924,0.94,3.0,1006735.0,216037.0
11273,11103.0,31-76 STEINWAY STREET,K1,5.0,DAVIDA E ZULLOW,2250,2160,2160,0,2160,0,0,1.0,0,1,1924,0.96,3.0,1006722.0,216016.0
11274,11103.0,31-78 STEINWAY STREET,K1,5.0,PETER A PHILLIPS,2250,2100,2100,0,2100,0,0,1.0,0,1,1924,0.93,3.0,1006709.0,215995.0
11275,11103.0,31-80 STEINWAY STREET,K1,5.0,31 80 COMPANY,2250,2225,2225,0,2225,0,0,1.0,0,1,1924,0.99,3.0,1006696.0,215973.0
11276,11103.0,38-07 BROADWAY,K4,4.0,22 WEST 30TH ASSOCIAT,2000,3420,2380,1040,1340,0,0,3.0,1,3,1910,1.71,3.0,1006608.0,215954.0
11279,11103.0,31-12 STEINWAY STREET,K2,5.0,MR SAM JANOVER,990,1800,1800,0,900,0,900,2.0,0,1,1930,1.82,3.0,1007062.0,216567.0
11280,11103.0,31-52 STEINWAY STREET,K2,5.0,"FEDUNIAK, WALTER",1512,1944,1944,0,1400,0,0,1.0,0,2,1930,1.29,3.0,1006834.0,216198.0
11282,11103.0,37-13 31 AVENUE,K1,5.0,GOLDEN KEY FOOD STORE,13257,14400,14400,0,14400,0,0,1.0,0,1,1952,1.09,0.0,1006988.0,216922.0
11283,11103.0,37-09 31 AVENUE,P9,8.0,UNITY GALLEGA 37-09 3,6225,8692,8692,0,0,0,0,2.0,0,1,1920,1.4,0.0,1006920.0,216962.0
11284,11103.0,37-05 31 AVENUE,S9,4.0,37-05 31 AVENUE LLC,1253,3346,1659,563,1096,0,0,3.0,3,5,1921,2.67,0.0,1006881.0,216958.0
11285,11103.0,37-01 31 AVENUE,C7,4.0,37-01 31 AVE REALTY,1600,5472,1368,0,1368,0,0,4.0,7,8,1920,3.42,0.0,1006850.0,216976.0
11319,11103.0,37-02 30 AVENUE,S9,4.0,"PLEVRITIS, DEMETRIOS(",2000,4400,2000,0,2000,0,0,3.0,4,7,1925,2.2,3.0,1007336.0,217774.0
11320,11103.0,37-04 30 AVENUE,S4,4.0,"THEOHARAKIS, OURANIA",1800,3140,1080,0,1080,0,0,3.0,4,5,1925,1.74,3.0,1007352.0,217765.0
11321,11103.0,37-08 30 AVENUE,S2,4.0,VILLA REALTY LLC,1800,3240,1080,0,1080,0,0,3.0,2,3,1925,1.8,3.0,1007383.0,217748.0
11322,11103.0,37-10 30 AVENUE,K1,5.0,"KOPSPAN, LLC",2043,1900,1900,0,1900,0,0,1.0,0,2,1930,0.93,3.0,1007409.0,217744.0
11323,11103.0,37-16 30 AVENUE,O5,5.0,ASTORIA FEDERAL SAVIN,22336,30880,30880,25230,0,0,0,3.0,0,3,1951,1.38,0.0,1007399.0,217624.0
11324,11103.0,37-20 30 AVENUE,S9,4.0,"SSAA REALTY, LLC",3040,6405,2555,0,2555,0,0,3.0,4,8,1924,2.11,3.0,1007495.0,217692.0
11343,11103.0,37-03 31 AVENUE,S2,4.0,"KRITSOVAS, OLYMPIA",1304,3168,1106,0,1106,0,0,3.0,2,3,1930,2.43,0.0,1006866.0,216966.0
11344,11103.0,30-93 37 STREET,S2,4.0,"PAUL, INDRA",1074,3000,1000,0,1000,0,0,3.0,2,3,1920,2.79,0.0,1006891.0,217011.0
11353,11103.0,37-06 30 AVENUE,S3,4.0,MARINO ROSALIA M,1800,3140,1080,0,1080,0,0,3.0,3,4,1925,1.74,3.0,1007367.0,217756.0
11360,11103.0,38-09 31 AVENUE,O2,5.0,30-100 STEINWAY,2230,4370,4370,4370,0,0,0,2.0,0,1,1925,1.96,0.0,1007144.0,216804.0
11361,11103.0,38-07 31 AVENUE,S3,4.0,NICHOLAS A ANDRIOTIS,2217,3381,1127,0,1127,0,0,3.0,3,4,1965,1.53,0.0,1007124.0,216815.0
