,Unnamed: 0,project_id,option_id,option_calculation_id,company_id,projects_name,facility_type_id,facility_type,facility_type_lcm,facility_type_lcm_new,industry_type_id,name,started_at,finished_at,tax_rate_source,finance_discount_rate,tax_exempt,active,area_count,area_count_sum,ave_annual_hours,max_kwh_cost,max_kwh_cost_simple,existing_lighting_count,total_watts_per_product,ave_lm70,total_solution_count,total_existing_quantity,total_proposed_quantity,total_replacement_count,total_fixture_watts,total_fixture_watt_hours,total_fixture_life_years,total_item_watts,sol_total_existing_count,total_product_count,energy_savings_per_year,total_savings_per_year,rebates,net_replacement_cost,payback,ROI,address,city,state,zip_code,latitude,longitude,existing_kwh,proposed_kwh,kwh_proposed_annual_savings,sqft,sqft_new,max_kwh_cost_simple_new,LIGHTING_INTENSITY
1551,1551,4150,3889,3854,211,"Greenwood Models, Inc",30.0,Light Manufacturers,Other,Other,2222.0,Ruecker-Jacobs,38:34.3,38:37.1,2.0,5,False,True,5,15,3276.0,0.065,,5,12075.0,14200.0,5,86,86,49.0,265.0,9680580.0,136.4468864,2955.0,6,6,1566.59958,2769.59958,,5506.4625,1.99,50.29725672,350 Commerce Pkwy W. Drive,Greenwood,IN,46143.0,39.612559999999995,-86.06673,33782.112,9680.58,24101.532000000003,,40.0,0.045,844.5528
1552,1552,4159,3907,3872,347,Diocese of Orlando,,,,Lodging,,Upton LLC,13:57.0,14:17.2,2.0,5,False,True,12,1036,5235.0,0.0938,,12,874608.0,16297.2973,12,7308,7900,1113.0,1093.0,120447160.0,521.554644,24732.0,59,70,19354.03728,35309.880939999995,,152411.6333,4.32,23.16744475,50 E Robinson St,Orlando,FL,32801.0,28.545690000000004,-81.37814,345212.08,138879.06,206333.02,,35000.0,0.0718,9.863202286
1553,1553,4159,3921,3886,347,Diocese of Orlando,,,,Offices (Non-medical),,Upton LLC,14:17.5,14:38.4,2.0,5,False,True,10,1036,5235.0,0.0938,,10,728840.0,16297.2973,10,6968,7560,1018.0,1093.0,120447160.0,521.554644,24732.0,53,64,19417.30725,34562.85092,,133385.7033,3.86,25.91196062,50 E Robinson St,Orlando,FL,32801.0,28.545690000000004,-81.37814,345212.08,138204.54,207007.54,,10000.0,0.085,34.521208
1554,1554,4159,4191,4156,347,Diocese of Orlando,,,,Offices (Non-medical),,Upton LLC,15:00.4,15:19.0,2.0,5,False,True,12,1036,5235.0,0.0938,,12,874608.0,16297.2973,12,0,0,1113.0,1093.0,120447160.0,521.554644,24732.0,59,70,882.0820679999999,2030.810068,,11302.74667,5.57,17.96740322,50 E Robinson St,Orlando,FL,32801.0,28.545690000000004,-81.37814,19815.12,10411.26,9403.86,,15000.0,0.07,1.321008
1555,1555,4159,4192,4157,347,Diocese of Orlando,,,,Services,,Upton LLC,14:38.7,15:00.1,2.0,5,False,True,12,1036,5235.0,0.0938,,12,874608.0,16297.2973,12,7308,7900,1113.0,1093.0,120447160.0,521.554644,24732.0,59,70,18471.95521,33279.070869999996,,153393.4917,4.61,21.69523003,50 E Robinson St,Orlando,FL,32801.0,28.545690000000004,-81.37814,325396.96,128467.8,196929.16,,500.0,0.048889999999999996,650.7939200000001
1556,1556,4159,7036,7007,347,Diocese of Orlando,,,,Public assembly,,Upton LLC,13:24.0,13:43.6,2.0,5,False,True,12,1036,5235.0,0.0938,,12,874608.0,16297.2973,12,7308,7900,1113.0,1093.0,120447160.0,521.554644,24732.0,59,70,19354.03728,35309.880939999995,,164696.2383,4.66,21.43939734,50 E Robinson St,Orlando,FL,32801.0,28.545690000000004,-81.37814,345212.08,138879.06,206333.02,,25000.0,0.0,13.8084832
1557,1557,4163,3943,3908,370,One Alliance Center,,,,Offices (Non-medical),2251.0,"Zulauf, Jones and Schowalter",14:47.0,14:49.6,2.0,5,False,True,1,63,8760.0,0.1032,,1,3817.8,20000.0,1,46,138,138.0,10.5,12693240.0,5.707762557000001,1449.0,1,3,16369.48823,17594.793230000003,2896.0,30766.4468,1.75,57.18825233,,,,,,,274908.072,116289.0,158619.072,,6800.0,0.0,40.42765765
1558,1558,4183,3942,3907,172,Value Proposal OPTION B. Two,34.0,Manufacturing Facility,Other,Offices (Non-medical),2249.0,Keebler-Cummings,17:05.7,17:08.8,2.0,5,False,True,2,144,5628.0,0.11,,2,28584.0,20166.66667,2,43,43,43.0,48.0,7188480.0,32.05128205,1920.0,2,2,3820.06284,3820.06284,,13309.61228,3.48,28.70153359,6453 Fig Street,Arvada,CO,80004.0,39.813717,-105.15898,58488.648,23760.804,34727.844,,5198.0,0.063,11.25214467
1559,1559,4187,3925,3890,329,CBRE Middle Creek,,,,Other,2357.0,Wiegand-Mohr,00:26.8,00:31.5,2.0,5,False,True,4,84,3640.0,0.0662,,4,24416.0,46666.66667,4,2669,2669,436.0,622.0,54629120.0,302.1978022,15008.0,17,17,5050.68928,5587.58928,8993.95,46332.024000000005,8.29,12.05988601,555 Middle Creek Dr,Colorado Springs,CO,80907.0,39.006958000000004,-104.818146,130923.52,54629.12,76294.4,,2000.0,0.085,65.46176
1560,1560,4192,3928,3893,329,Massa Auto Pawn - Colorado Springs,,,,Services,2357.0,Wiegand-Mohr,01:19.1,01:21.0,2.0,5,False,True,4,12,3640.0,0.0777,,4,9168.0,15000.0,4,35,35,35.0,268.0,5234320.0,54.94505495,1438.0,4,4,648.241776,648.241776,600.0,1684.0,2.6,38.49416722,,,,,,,13577.2,5234.32,8342.88,,500.0,0.052000000000000005,27.1544
1561,1561,4205,3934,3899,416,Chersterfield Steel,,,,Education,2249.0,Hermiston Group,00:39.3,00:42.5,2.0,5,False,True,2,30,3120.0,0.107,,2,7500.0,20000.0,2,1226,7268,1270.0,144.0,71323200.0,179.4871795,22860.0,8,44,6528.90888,14952.90888,,35548.428,2.38,42.06348838,1220 E 222nd St,Cleveland,OH,44117.0,41.580837,-81.52762,137358.0,76340.16,61017.84,,12000.0,0.961,11.4465
1562,1562,4206,3935,3900,530,Sample Project,,,,Education,,Aufderhar-Klein,00:42.6,00:45.5,2.0,5,False,True,5,30,3360.0,0.08,,5,20850.0,18000.0,5,20,20,20.0,327.0,3961080.0,96.88561058,1222.0,5,5,355.0464,408.5064,,2479.946667,6.07,16.4723865,,,,,,,8399.16,3961.08,4438.08,20000.0,20000.0,0.0836,0.419958
1563,1563,4206,3935,3900,530,Sample Project,,,,Education,,Aufderhar-Klein,00:42.6,00:45.5,2.0,5,False,True,5,30,3360.0,0.08,,5,20850.0,18000.0,5,20,20,20.0,327.0,3961080.0,96.88561058,1222.0,5,5,355.0464,408.5064,,2479.946667,6.07,16.4723865,,,,,,,8399.16,3961.08,4438.08,10000.0,10000.0,0.961,0.839916
1564,1564,4206,3935,3900,530,Sample Project,,,,Offices (Non-medical),,Aufderhar-Klein,00:42.6,00:45.5,2.0,5,False,True,5,30,3360.0,0.08,,5,20850.0,18000.0,5,20,20,20.0,327.0,3961080.0,96.88561058,1222.0,5,5,355.0464,408.5064,,2479.946667,6.07,16.4723865,,,,,,,8399.16,3961.08,4438.08,500.0,500.0,0.085,16.79832
1565,1565,4206,3935,3900,530,Sample Project,,,,Other,,Aufderhar-Klein,00:42.6,00:45.5,2.0,5,False,True,5,30,3360.0,0.08,,5,20850.0,18000.0,5,20,20,20.0,327.0,3961080.0,96.88561058,1222.0,5,5,355.0464,408.5064,,2479.946667,6.07,16.4723865,,,,,,,8399.16,3961.08,4438.08,500.0,500.0,0.0836,16.79832
1566,1566,4215,3962,3927,416,OEM Miller,,,,Other,2249.0,Hermiston Group,29:41.4,29:45.3,2.0,5,False,True,2,55,6240.0,0.085,,2,10880.0,20000.0,2,52,76,38.0,51.0,2789280.0,36.85897436,447.0,4,6,21702.3768,34442.3768,,59111.898,1.72,58.26640315,1300 Danner Dr.,Aurora,OH,44202.0,41.28183,-81.32966,513589.44,258267.36,255322.08,,2200.0,0.079,233.4497455
1567,1567,4228,4087,4052,416,SACO AEI Polymers,,,,Other,2249.0,Hermiston Group,29:03.1,29:07.6,2.0,5,False,True,1,36,6240.0,0.107,,1,7068.0,15555.555559999999,1,92,552,276.0,24.0,20666880.0,22.43589744,3312.0,2,12,10112.0136,13730.0136,,21643.613999999998,1.58,63.43678833,1395 Danner Dr.,Aurora,OH,44202.0,41.279137,-81.32955,165278.88,70774.08,94504.8,,10000.0,0.063,16.527888
1568,1568,4232,3936,3901,329,Ace Hardware Uintah Gardens,,,,Other,2357.0,Wiegand-Mohr,31:58.7,32:00.4,2.0,5,False,True,2,9,5096.0,0.077,,2,1272.0,16666.66667,2,359,359,359.0,45.0,52132080.0,19.62323391,10230.0,2,2,5958.0801280000005,5958.0801280000005,9895.44,14507.83,2.43,41.06803104,1830 W Uintah Street,Colorado Springs,CO,80904.0,38.848053,-104.84864,129509.744,52132.08,77377.664,,100000.0,0.048889999999999996,1.29509744
1569,1569,4238,3941,3906,329,Dumb Friends League,24.0,Hospitals / Health Care,Health care - Inpatient,Other,2357.0,Wiegand-Mohr,00:24.3,00:26.7,2.0,5,False,True,6,12,3096.0,0.083,,6,17400.0,10000.0,6,21,21,21.0,372.0,3724488.0,96.89922481,1203.0,6,6,690.473016,722.9810160000001,1015.0,3245.233311,4.49,22.27824463,191 Yuma St,Denver,CO,80223.0,39.720040000000004,-105.01535,12043.44,3724.488,8318.952,,5000.0,0.085,2.408688
1570,1570,4247,4213,4178,276,Simple Simons Mannford,,,,Education,2239.0,Maggio Inc,14:28.5,14:31.4,2.0,5,False,True,5,20,2600.0,0.09,,5,8940.0,6400.0,5,35,35,21.0,149.6,2020720.0,103.8461538,777.2,6,6,519.6672,555.1272614,,2639.0,4.75,21.03551578,,,,,,,7794.8,2020.72,5774.08,,10000.0,0.048889999999999996,0.7794800000000001
1571,1571,4254,4202,4167,465,Muskegon County Pioneer Park,,,,Warehouse and storage,2336.0,Simonis-Cormier,15:16.6,15:18.2,2.0,5,False,True,1,2,4600.0,0.14,,1,301.0,10000.0,1,22,22,22.0,50.0,5060000.0,10.86956522,1100.0,1,1,2238.544,2238.544,,4557.111111,2.04,49.12199737,,,,,,,21049.6,5060.0,15989.6,,24320.0,0.085,0.865526316
1572,1572,4255,3946,3911,465,Muskegon County Meinert Park,,,,Services,2336.0,Simonis-Cormier,26:49.3,26:51.1,2.0,5,False,True,3,6,4500.0,0.145,,3,7026.0,13333.33333,3,17,17,17.0,345.0,8640000.0,33.33333333,1920.0,3,3,3034.7775,3034.7775,,3291.05,1.08,92.21304751,,,,,,,29569.5,8640.0,20929.5,,10000.0,0.0718,2.95695
1573,1573,4259,4006,3971,416,Valtris Speciality Chemicals,,,,Education,2249.0,Hermiston Group,28:15.8,28:23.6,2.0,5,False,True,4,154,6240.0,0.107,,4,94864.0,17363.63636,4,633,833,275.0,702.0,170838720.0,114.10256409999998,27378.0,10,23,22172.985119999998,25471.38512,8288.96,186129.045,7.35,13.68479869,1636 Wayside Rd.,Cleveland,OH,44110.0,41.556236,-81.5599,402648.48,195424.32,207224.16,,7000.0,0.05094,57.52121143
1574,1574,4269,3959,3924,276,Webco Stainless Steel Raw Material Bay,34.0,Manufacturing Facility,Other,Offices (Non-medical),2239.0,Maggio Inc,00:13.2,00:14.6,2.0,5,False,True,1,1,8736.0,0.065,,1,455.0,10000.0,1,45,45,45.0,178.0,69975360.0,11.44688645,8010.0,1,1,7078.1256,7078.1256,,19575.0,2.77,36.159006899999994,501 Foster Rd,Mannford,OK,74044.0,36.126290000000004,-96.34133,178869.6,69975.36,108894.24,,250000.0,0.045,0.7154784000000001
1575,1575,4272,3964,3929,436,5600 S. Quebec,,,,Other,,"Schaden, Bashirian and Ullrich",44:44.7,44:49.0,2.0,5,False,True,3,90,3734.0,0.10994519999999999,,3,36270.0,16666.66667,3,100,136,104.0,36.0,3868800.0,48.38709677,1248.0,4,5,37447.79689,37447.79689,,99758.944,2.66,37.53828518,,,,,,,557553.64,216949.44,340604.2,,700.0,0.048889999999999996,796.5052
1576,1576,4272,3971,3936,436,5600 S. Quebec,,,,Other,,"Schaden, Bashirian and Ullrich",44:37.9,44:44.6,2.0,5,False,True,4,90,3734.0,0.10994519999999999,,4,48360.0,16666.66667,4,518,518,269.0,284.0,30809400.0,69.51140258,8466.0,7,7,34257.47304,34257.47304,,289293.664,8.48,11.84176403,,,,,,,557553.64,245966.84,311586.8,,500.0,0.961,1115.1072800000002
1577,1577,4277,3967,3932,386,Machinery Corp. Phase#2 3rd Floor,34.0,Manufacturing Facility,Other,Health care - Inpatient,,"Smitham, Rau and Brown",22:43.6,22:46.4,2.0,5,False,True,3,16,1500.0,0.16,,3,8436.0,15000.25,3,32,32,30.0,200.0,2640000.0,133.3333333,1760.0,4,4,1559.28,1559.28,,3987.75,2.56,39.10174911,,,,,,,14545.5,4800.0,9745.5,,55000.0,0.0,0.264463636
1578,1578,4277,4473,4438,386,Machinery Corp. Phase#2 3rd Floor,34.0,Manufacturing Facility,Other,Health care - Inpatient,,"Smitham, Rau and Brown",21:20.7,21:24.4,2.0,5,False,True,3,16,1500.0,0.16,,3,8436.0,15000.25,3,32,32,41.0,260.0,3630000.0,166.66666669999998,2420.0,5,5,1559.28,1559.28,,3258.8,2.09,47.84828771,,,,,,,14545.5,4800.0,9745.5,,25000.0,0.1,0.58182
1579,1579,4283,4430,4395,465,Trane,,,,Health care - Inpatient,2336.0,Simonis-Cormier,25:10.2,25:11.4,2.0,5,False,True,1,1,,,,1,85.0,20000.0,1,11,22,22.0,12.0,0.0,0.0,264.0,1,2,0.0,0.0,,94.38,,0.0,,,,,,,0.0,0.0,0.0,,20000.0,0.18447,0.0
1580,1580,4284,4131,4096,465,Trace Labs,25.0,Industrial - 1 Shift,Other,Other,2336.0,Simonis-Cormier,15:23.6,15:26.5,2.0,5,False,True,4,72,4600.0,0.13,,4,53280.0,16666.66667,4,113,219,113.0,224.0,9071200.0,43.47826087,1972.0,5,10,5198.414000000001,5198.414000000001,,8092.584167,1.56,64.23676162,,,,,,,67606.2,27618.4,39987.8,,5000.0,0.0446,13.521239999999999
1581,1581,4284,4187,4152,465,Trace Labs,25.0,Industrial - 1 Shift,Other,Other,2336.0,Simonis-Cormier,15:26.6,15:29.0,2.0,5,False,True,2,72,4600.0,0.13,,2,26640.0,16666.66667,2,7,7,7.0,225.0,3105000.0,21.73913043,675.0,2,2,5108.116,5108.116,,14823.488330000002,2.9,34.45960819,,,,,,,67606.2,28313.0,39293.2,,50000.0,0.18796,1.3521239999999999
1582,1582,4285,4005,3970,347,Avison Real State,,,,Other,,Upton LLC,41:39.9,41:47.0,2.0,5,False,True,7,56,4380.0,0.095,,7,57134.0,8750.0,7,1373,1373,277.0,1310.0,38368800.0,388.1278539,8760.0,27,27,5751.7503,7745.5263,,31692.72,4.09,24.4394495,5880 S. Semoran Blvd.,Orlando,FL,32822.0,28.477856,-81.31241999999999,98913.54,38368.8,60544.74,,206.0,0.0649,480.1628155
1583,1583,4286,3972,3937,276,BA Creekwood Elementary Gym,,,,Other,2239.0,Maggio Inc,44:54.4,44:55.5,2.0,5,False,True,1,1,1560.0,0.07,,1,372.0,10000.0,1,24,24,24.0,135.0,5054400.0,64.10256410000001,3240.0,1,1,621.1296,651.4049752999999,,15960.0,,4.081484808,1301 E. Albany Street,Broken Arrow,OK,74012.0,36.073696000000005,-95.77294,13927.68,5054.4,8873.28,,500.0,0.063,27.855359999999997
1584,1584,4295,3983,3948,488,MESSIAH COMMUNITY CHURCH,5.0,Church,Religious worship,Health care - Inpatient,,Conn-Nienow,44:50.1,44:54.3,2.0,5,False,True,1,10,3600.0,0.1,,1,520.0,20000.0,1,3,3,3.0,44.7,321840.0,20.83333333,134.1,1,1,4770.215999999999,4770.215999999999,,2280.0,0.48,209.22,,,,,,,68100.0,20397.84,47702.16,,24320.0,0.085,2.800164474
1585,1585,4296,3976,3941,446,"H&E Equipment Services, Inc. - Ashland",,,,Health care - Inpatient,,"Fisher, Schaefer and Jacobs",48:53.7,48:56.6,2.0,5,False,True,1,1632,3954.5,0.135,,1,366144.0,14852.941180000002,1,16,16,8.0,320.0,4396800.0,54.88233228,1280.0,2,2,2562.6030960000003,3235.529096,,8159.987862000001,2.52,39.65115085,10409 Success St,Ashland,VA,23005.0,37.730663,-77.46635400000001,43656.84,15151.8,28505.04,,2200.0,0.1,19.84401818
1586,1586,4296,3999,3964,446,"H&E Equipment Services, Inc. - Ashland",,,,Health care - Inpatient,,"Fisher, Schaefer and Jacobs",48:56.6,48:59.3,2.0,5,False,True,1,1632,3954.5,0.135,,1,366144.0,14852.941180000002,1,16,16,8.0,320.0,4396800.0,54.88233228,1280.0,2,2,2562.6030960000003,3235.529096,,8159.987862000001,2.52,39.65115085,10409 Success St,Ashland,VA,23005.0,37.730663,-77.46635400000001,43656.84,15151.8,28505.04,,5000.0,0.961,8.731368
1587,1587,4296,4000,3965,446,"H&E Equipment Services, Inc. - Ashland",,,,Health care - Inpatient,,"Fisher, Schaefer and Jacobs",48:50.3,48:53.6,2.0,5,False,True,1,1632,3954.5,0.135,,1,366144.0,14852.941180000002,1,16,16,8.0,320.0,4396800.0,54.88233228,1280.0,2,2,2562.6030960000003,3235.529096,,8159.987862000001,2.52,39.65115085,10409 Success St,Ashland,VA,23005.0,37.730663,-77.46635400000001,43656.84,15151.8,28505.04,,500.0,0.069,87.31368
1588,1588,4296,4001,3966,446,"H&E Equipment Services, Inc. - Ashland",,,,Health care - Inpatient,,"Fisher, Schaefer and Jacobs",48:59.4,49:02.6,2.0,5,False,True,1,1632,3954.5,0.135,,1,366144.0,14852.941180000002,1,16,16,8.0,320.0,4396800.0,54.88233228,1280.0,2,2,2562.6030960000003,3235.529096,,8159.987862000001,2.52,39.65115085,10409 Success St,Ashland,VA,23005.0,37.730663,-77.46635400000001,43656.84,15151.8,28505.04,,27.0,0.1,1616.92
1589,1589,4301,3992,3957,446,"H&E Equipment Services, Inc. - Warrenton",,,,Health care - Inpatient,,"Fisher, Schaefer and Jacobs",50:24.5,50:28.2,2.0,5,False,True,1,864,3954.5,0.11199999999999999,,1,185328.0,14531.25,1,30,120,60.0,25.0,2314000.0,35.25641026,750.0,2,8,5054.14112,6025.33312,,10467.713020000001,1.74,57.56112258,6571 Merchant Pl,Warrenton,VA,20187.0,38.767466999999996,-77.70199000000001,68341.36,23215.1,45126.26,,1836.0,0.0718,37.22296296
1590,1590,4301,4002,3967,446,"H&E Equipment Services, Inc. - Warrenton",,,,Health care - Inpatient,,"Fisher, Schaefer and Jacobs",50:28.3,50:31.5,2.0,5,False,True,1,864,3954.5,0.11199999999999999,,1,185328.0,14531.25,1,30,120,60.0,25.0,2314000.0,35.25641026,750.0,2,8,5054.14112,6025.33312,,10467.713020000001,1.74,57.56112258,6571 Merchant Pl,Warrenton,VA,20187.0,38.767466999999996,-77.70199000000001,68341.36,23215.1,45126.26,,150000.0,0.961,0.45560906700000003
1591,1591,4301,4003,3968,446,"H&E Equipment Services, Inc. - Warrenton",,,,Health care - Inpatient,,"Fisher, Schaefer and Jacobs",50:03.3,50:07.3,2.0,5,False,True,1,864,3954.5,0.11199999999999999,,1,185328.0,14531.25,1,30,120,60.0,25.0,2314000.0,35.25641026,750.0,2,8,5054.14112,6025.33312,,10467.713020000001,1.74,57.56112258,6571 Merchant Pl,Warrenton,VA,20187.0,38.767466999999996,-77.70199000000001,68341.36,23215.1,45126.26,,10000.0,0.085,6.834136
1592,1592,4301,4004,3969,446,"H&E Equipment Services, Inc. - Warrenton",,,,Health care - Inpatient,,"Fisher, Schaefer and Jacobs",50:21.3,50:24.5,2.0,5,False,True,1,864,3954.5,0.11199999999999999,,1,185328.0,14531.25,1,30,120,60.0,25.0,2314000.0,35.25641026,750.0,2,8,5054.14112,6025.33312,,10467.713020000001,1.74,57.56112258,6571 Merchant Pl,Warrenton,VA,20187.0,38.767466999999996,-77.70199000000001,68341.36,23215.1,45126.26,,100.0,0.06,683.4136
1593,1593,4306,4014,3979,416,Valtris Speciality Chemicals Plant I,,,,Health care - Inpatient,2249.0,Hermiston Group,36:19.1,36:25.6,2.0,5,False,True,5,130,6240.0,0.107,,5,93340.0,17100.0,5,445,682,257.0,540.0,132125760.0,169.23076919999997,21174.0,15,34,18385.90416,20915.50416,4770.0,114660.80900000001,5.54,18.24119709,1636 Wayside Road,Cleveland,OH,44112.0,41.556236,-81.5599,317260.32,145429.44,171830.88,,50000.0,0.961,6.3452064
1594,1594,4322,4033,3998,493,Hotel Proj,,,,Health care - Inpatient,,Conroy-Rohan,32:23.2,32:27.8,2.0,5,False,True,1,128,5750.0,0.155,,1,6192.0,10500.0,1,168,168,56.0,72.0,11773440.0,34.24657534,1344.0,3,3,2965.4352,2965.4352,,8824.83584,2.98,33.60329023,,,,,,,37738.08,18606.24,19131.84,,3200.0,0.085,11.79315
1595,1595,4325,4039,4004,434,Horizon Example,,,,Health care - Inpatient,,Kemmer-Kertzmann,29:34.5,29:37.9,2.0,5,False,True,7,273,2920.0,0.16,,7,133770.0,18142.85714,7,0,0,,,,,,7,9,0.0,0.0,,0.0,,,,,,,,,150949.4,150949.4,0.0,,50000.0,0.0,3.0189880000000002
1596,1596,4325,4050,4015,434,Horizon Example,,,,Health care - Inpatient,,Kemmer-Kertzmann,29:38.0,29:41.8,2.0,5,False,True,9,273,2920.0,0.16,,9,171990.0,18142.85714,9,1160,1567,1567.0,211.0,71998440.0,154.109589,24657.0,9,17,11959.3856,11959.3856,65000.0,27109.2975,2.27,44.11543899,,,,,,,150949.4,76203.24,74746.16,,500.0,0.06,301.8988
1597,1597,4325,4529,4494,434,Horizon Example,,,,Health care - Inpatient,,Kemmer-Kertzmann,29:41.9,29:46.8,2.0,5,False,True,19,273,2920.0,0.16,,19,363090.0,18142.85714,19,1191,1992,1992.0,121.0,65501440.0,171.2328767,22432.0,19,33,12940.0384,12940.0384,62000.0,21583.62,1.67,59.95304958,,,,,,,150949.4,70074.16,80875.24,,700.0,0.085,215.642
1598,1598,4326,4040,4005,370,Fastenal-Exterior Lighting,,,,Other,2251.0,"Zulauf, Jones and Schowalter",17:54.8,17:56.8,2.0,5,False,True,2,2,4368.0,0.1,,2,1800.0,10000.0,2,44,44,44.0,285.0,27387360.0,22.89377289,6270.0,2,2,5909.904,6822.816,2200.0,12857.33627,1.88,53.06554839,,,,,,,86486.4,27387.36,59099.04,,10000.0,0.069,8.648639999999999
1599,1599,4327,4051,4016,102,Curtain Care Plus,62.0,Warehouse (Not Refrigerated),Warehouse and storage,Services,2249.0,"Collier, Stroman and Auer",29:24.4,29:28.7,2.0,5,False,True,6,12,5018.0,0.15,,6,9792.0,20000.0,6,262,262,262.0,360.0,78882960.0,59.78477481,15720.0,6,6,16174.7703,16174.7703,,6925.5,0.43,233.5538272,,,,,,,186714.762,78882.96,107831.802,,1000.0,0.961,186.714762
1600,1600,4332,4044,4009,313,Hampton Inn,32.0,Lodging (Hotels/Motels),Lodging,Other,2249.0,Huel-Altenwerth,32:09.0,32:13.4,2.0,5,False,True,1,18,5533.333333,0.16,,1,1332.0,20000.0,1,83,166,166.0,17.0,24720720.0,5.707762557000001,2822.0,1,2,3867.0144,3867.0144,,1903.0,0.49,203.2062218,42415 N. 41st Drive,Anthem,AZ,85086.0,33.869915,-112.14805600000001,56931.24,32762.4,24168.84,,100000.0,0.085,0.5693123999999999
1601,1601,4333,4054,4019,329,ARC Thirft Store Uintah Gardens,,,,Warehouse and storage,2357.0,Wiegand-Mohr,28:45.4,28:46.9,2.0,5,False,True,1,1,4368.0,0.077,,1,74.0,20000.0,1,1007,1007,1007.0,24.0,105565824.0,11.44688645,24168.0,1,1,16934.5176,16934.5176,28935.94,29619.63,1.75,57.17329217,1830 W Uintah St,Colorado Springs,CO,80904.0,38.848053,-104.84864,325494.624,105565.82400000001,219928.8,,50000.0,0.15,6.50989248
1602,1602,4334,4048,4013,329,ACE Hardware Uintah Gardens(A),,,,Education,2357.0,Wiegand-Mohr,29:22.6,29:24.4,2.0,5,False,True,4,32,5096.0,0.077,,4,9152.0,17500.0,4,355,355,355.0,105.0,38821328.0,58.86970173,7618.0,4,4,6910.023120000001,6910.023120000001,11620.35,34876.00125,5.05,19.81311754,1830 W Uintah St,Colorado Springs,CO,80904.0,38.848053,-104.84864,128561.888,38821.328,89740.56,,9000.0,0.09,14.28465422
1603,1603,4339,4053,4018,446,"H&E Equipment Services, Inc. - Roanoke, VA (1111)",,,,Services,,"Fisher, Schaefer and Jacobs",48:11.7,48:16.0,2.0,5,False,True,10,200,6560.0,0.0899,,10,557760.0,10300.0,10,126,126,96.0,924.1,34184144.0,230.5045872,7840.4,12,12,7036.067370999999,8796.417371,,20973.830980000002,2.38,41.93996499,1301 Rockland Ave NW,Roanoke,VA,24012.0,37.295190000000005,-79.95706,112449.632,34184.144,78265.488,,100000.0,0.07,1.12449632
1604,1604,4339,4079,4044,446,"H&E Equipment Services, Inc. - Roanoke, VA (1111)",,,,Services,,"Fisher, Schaefer and Jacobs",48:22.7,48:26.8,2.0,5,False,True,10,200,6560.0,0.0899,,10,557760.0,10300.0,10,126,126,96.0,924.1,34184144.0,230.5045872,7840.4,12,12,7036.067370999999,8796.417371,,20973.830980000002,2.38,41.93996499,1301 Rockland Ave NW,Roanoke,VA,24012.0,37.295190000000005,-79.95706,112449.632,34184.144,78265.488,,1836.0,0.085,61.24707625
1605,1605,4339,4084,4049,446,"H&E Equipment Services, Inc. - Roanoke, VA (1111)",,,,Services,,"Fisher, Schaefer and Jacobs",48:26.9,48:31.3,2.0,5,False,True,10,200,6560.0,0.0899,,10,557760.0,10300.0,10,126,126,96.0,924.1,34184144.0,230.5045872,7840.4,12,12,7036.067370999999,8796.417371,,20973.830980000002,2.38,41.93996499,1301 Rockland Ave NW,Roanoke,VA,24012.0,37.295190000000005,-79.95706,112449.632,34184.144,78265.488,,500.0,0.085,224.89926400000002
1606,1606,4339,4085,4050,446,"H&E Equipment Services, Inc. - Roanoke, VA (1111)",,,,Services,,"Fisher, Schaefer and Jacobs",48:31.4,48:35.6,2.0,5,False,True,10,200,6560.0,0.0899,,10,557760.0,10300.0,10,126,126,96.0,924.1,34184144.0,230.5045872,7840.4,12,12,7036.067370999999,8796.417371,,20973.830980000002,2.38,41.93996499,1301 Rockland Ave NW,Roanoke,VA,24012.0,37.295190000000005,-79.95706,112449.632,34184.144,78265.488,,50000.0,0.069,2.24899264
1607,1607,4342,4055,4020,446,"H&E Equipment Services, Inc. - Tucson, AZ (4041)",,,,Offices (Non-medical),,"Fisher, Schaefer and Jacobs",19:55.5,20:00.4,2.0,5,False,True,8,252,4060.0,0.1658,,8,193984.0,12444.444440000001,8,167,167,97.0,305.0,11657320.0,242.65015809999997,3464.0,11,11,4590.020464,5419.536464,,18053.833619999998,3.33,30.01875711,6155 S Campbell Ave,Tucson,AZ,85706.0,32.14005,-110.94305,41494.2,13810.12,27684.08,,1000.0,0.085,41.4942
